quoteId,claimId,customerId,customerName,cancellationDate,cancelReasonDescription,controllingStateOrProvinceCode,effectiveDate,expirationDate,id,lineOfBusinessCode,number,originalEffectiveDate,parentEntityId,parentEntityTypeName,statusCode,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,durationInMonths,totalPremium,claimAmount,givenName,surname
Q1738,C1738,738,Edward Young,6/30/2082,Cancellation due to non-payment,NY,6/30/2081,7/1/2082,P1738,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8094.4232293193,92,Manufacturing,5746895,ACH Transfer,1,12,8349.39495524419,7849.39495524419,Edward,Young
Q1739,C1739,739,Joy Johnson,7/31/2082,Cancellation due to non-payment,NY,7/31/2081,8/1/2082,P1739,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4886.7257753941,5,Technology,826448,Cheque,1,12,4952.21417713196,4452.21417713196,Joy,Johnson
Q1740,C1740,740,Kyle Sanders,8/31/2082,Cancellation due to non-payment,NY,8/31/2081,9/1/2082,P1740,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4354.78135978325,81,Manufacturing,170463,Cheque,1,12,4392.49986482416,3892.49986482416,Kyle,Sanders
Q1741,C1741,741,Monica Rivera,9/30/2082,Cancellation due to non-payment,NY,9/30/2081,10/1/2082,P1741,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5333.26250757074,56,Technology,5550652,Cheque,1,12,5164.11807102645,4664.11807102645,Monica,Rivera
Q1742,C1742,742,Manuel Carter,10/31/2082,Cancellation due to non-payment,NY,10/31/2081,11/1/2082,P1742,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3799.12789038241,20,Construction,6952902,Cheque,1,12,3712.40086747727,3212.40086747727,Manuel,Carter
Q1743,C1743,743,John Gomez,11/30/2082,Cancellation due to non-payment,NY,11/30/2081,12/1/2082,P1743,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7936.61628910266,41,Consulting,9621791,ACH Transfer,1,12,7728.48442158626,7228.48442158626,John,Gomez
Q1744,C1744,744,Tiffany Harmon,12/31/2082,Cancellation due to non-payment,NY,12/31/2081,1/1/2083,P1744,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5254.35353913466,46,Manufacturing,2966457,Cheque,1,12,5524.48351083231,5024.48351083231,Tiffany,Harmon
Q1745,C1745,745,Andrew Mccullough,1/31/2083,Cancellation due to non-payment,NY,1/31/2082,2/1/2083,P1745,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3064.00656068536,12,Technology,2530992,Cheque,1,12,3089.91425632135,2589.91425632135,Andrew,Mccullough
Q1746,C1746,746,Michele Walker,2/28/2083,Cancellation due to non-payment,NY,2/28/2082,3/1/2083,P1746,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9079.20148048609,70,Consulting,4414380,Credit Card,1,12,9096.17115947111,8596.17115947111,Michele,Walker
Q1747,C1747,747,Crystal Gardner,3/31/2083,Cancellation due to non-payment,NY,3/31/2082,4/1/2083,P1747,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4240.82014235474,17,Manufacturing,5401572,ACH Transfer,1,12,4455.0209923589,3955.0209923589,Crystal,Gardner
Q1748,C1748,748,Frank Hall,4/30/2083,Cancellation due to non-payment,NY,4/30/2082,5/1/2083,P1748,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5750.45827507081,19,Retail,5011408,Credit Card,1,12,5891.97575002589,5391.97575002589,Frank,Hall
Q1749,C1749,749,Duane Young,5/31/2083,Cancellation due to non-payment,NY,5/31/2082,6/1/2083,P1749,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9396.62889987843,26,Technology,5216934,Credit Card,1,12,9158.24899868092,8658.24899868092,Duane,Young
Q1750,C1750,750,Dwayne Braun,6/30/2083,Cancellation due to non-payment,NY,6/30/2082,7/1/2083,P1750,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6377.97601476969,48,Retail,9648902,ACH Transfer,1,12,6618.14196322592,6118.14196322592,Dwayne,Braun
Q1751,C1751,751,Steven Phillips,7/31/2083,Cancellation due to non-payment,NY,7/31/2082,8/1/2083,P1751,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2059.3282961861,52,Construction,5695956,Cheque,1,12,2052.08236637527,1552.08236637527,Steven,Phillips
Q1752,C1752,752,Jose Hull,8/31/2083,Cancellation due to non-payment,NY,8/31/2082,9/1/2083,P1752,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9189.11311324213,96,Retail,8525021,Credit Card,1,12,9458.48911252127,8958.48911252127,Jose,Hull
Q1753,C1753,753,Brandy Moore,9/30/2083,Cancellation due to non-payment,NY,9/30/2082,10/1/2083,P1753,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6324.9634082931,70,Retail,8003402,ACH Transfer,1,12,6649.37247764276,6149.37247764276,Brandy,Moore
Q1754,C1754,754,Miguel Bradley,10/31/2083,Cancellation due to non-payment,NY,10/31/2082,11/1/2083,P1754,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3910.26490125024,55,Technology,5990298,Cheque,1,12,4014.15053191377,3514.15053191377,Miguel,Bradley
Q1755,C1755,755,Kelsey Johnson,11/30/2083,Cancellation due to non-payment,NY,11/30/2082,12/1/2083,P1755,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2360.68436121667,75,Construction,6966684,ACH Transfer,1,12,2253.44865397048,1753.44865397048,Kelsey,Johnson
Q1756,C1756,756,David Russell,12/31/2083,Cancellation due to non-payment,NY,12/31/2082,1/1/2084,P1756,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8391.86567072238,33,Retail,8127522,Credit Card,1,12,8146.22670343266,7646.22670343266,David,Russell
Q1757,C1757,757,Andrew Williams,1/31/2084,Cancellation due to non-payment,NY,1/31/2083,2/1/2084,P1757,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6883.08632855279,62,Consulting,9053038,Cheque,1,12,6580.65480335662,6080.65480335662,Andrew,Williams
Q1758,C1758,758,Jennifer Obrien,2/28/2084,Cancellation due to non-payment,NY,2/28/2083,2/29/2084,P1758,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5794.1037766884,88,Manufacturing,4960319,Cheque,1,12,5801.14982778689,5301.14982778689,Jennifer,Obrien
Q1759,C1759,759,Paul Martinez,3/31/2084,Cancellation due to non-payment,NY,3/31/2083,4/1/2084,P1759,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8692.03834163446,23,Retail,9404088,ACH Transfer,1,12,9045.03324745861,8545.03324745861,Paul,Martinez
Q1760,C1760,760,Kevin Armstrong,4/30/2084,Cancellation due to non-payment,NY,4/30/2083,5/1/2084,P1760,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8136.20949724891,15,Construction,3741141,Cheque,1,12,8097.37490102077,7597.37490102077,Kevin,Armstrong
Q1761,C1761,761,Casey Dalton,5/31/2084,Cancellation due to non-payment,NY,5/31/2083,6/1/2084,P1761,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2354.28381998642,27,Retail,3481915,Credit Card,1,12,2365.07391759476,1865.07391759476,Casey,Dalton
Q1762,C1762,762,Nancy Collins,6/30/2084,Cancellation due to non-payment,NY,6/30/2083,7/1/2084,P1762,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3936.54365013636,75,Manufacturing,8530664,Credit Card,1,12,3805.49861015993,3305.49861015993,Nancy,Collins
Q1763,C1763,763,Stephen Morris,7/31/2084,Cancellation due to non-payment,NY,7/31/2083,8/1/2084,P1763,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3106.32561400898,64,Construction,2248983,Credit Card,1,12,3236.40225833019,2736.40225833019,Stephen,Morris
Q1764,C1764,764,John Wells,8/31/2084,Cancellation due to non-payment,NY,8/31/2083,9/1/2084,P1764,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7686.4675805905,81,Technology,873952,ACH Transfer,1,12,7695.51663315409,7195.51663315409,John,Wells
Q1765,C1765,765,Alan Anderson,9/30/2084,Cancellation due to non-payment,NY,9/30/2083,10/1/2084,P1765,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1256.23553081074,51,Construction,1008380,Cheque,1,12,1301.79191262201,801.79191262201,Alan,Anderson
Q1766,C1766,766,Kristin Schwartz,10/31/2084,Cancellation due to non-payment,NY,10/31/2083,11/1/2084,P1766,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6021.55091383337,53,Technology,4720792,Cheque,1,12,6129.00716384184,5629.00716384184,Kristin,Schwartz
Q1767,C1767,767,Ashley Wilson,11/30/2084,Cancellation due to non-payment,NY,11/30/2083,12/1/2084,P1767,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8048.74134815371,78,Construction,1437768,Cheque,1,12,7862.12817166621,7362.12817166621,Ashley,Wilson
Q1768,C1768,768,Brenda Lawson,12/31/2084,Cancellation due to non-payment,NY,12/31/2083,1/1/2085,P1768,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8869.56871172536,91,Manufacturing,3190930,Credit Card,1,12,8890.89073085574,8390.89073085574,Brenda,Lawson
Q1769,C1769,769,Roberta Brooks,1/31/2085,Cancellation due to non-payment,NY,1/31/2084,2/1/2085,P1769,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4028.11384974962,82,Manufacturing,6959698,Cheque,1,12,4078.73573844316,3578.73573844316,Roberta,Brooks
Q1770,C1770,770,Gregory Gay,2/28/2085,Cancellation due to non-payment,NY,2/29/2084,3/1/2085,P1770,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8302.76745556863,92,Construction,1614101,Credit Card,1,12,8391.31574204811,7891.31574204811,Gregory,Gay
Q1771,C1771,771,Scott Hall,3/31/2085,Cancellation due to non-payment,NY,3/31/2084,4/1/2085,P1771,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1987.59248243211,51,Retail,1506150,Cheque,1,12,1995.68563259686,1495.68563259686,Scott,Hall
Q1772,C1772,772,Troy Webb,4/30/2085,Cancellation due to non-payment,NY,4/30/2084,5/1/2085,P1772,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8863.69989603618,47,Manufacturing,9013613,Credit Card,1,12,8618.07062561066,8118.07062561066,Troy,Webb
Q1773,C1773,773,Paul Valentine,5/31/2085,Cancellation due to non-payment,NY,5/31/2084,6/1/2085,P1773,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2231.59414714432,4,Technology,1329458,Cheque,1,12,2147.39796098784,1647.39796098784,Paul,Valentine
Q1774,C1774,774,Steven Hill,6/30/2085,Cancellation due to non-payment,NY,6/30/2084,7/1/2085,P1774,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4783.92789920306,7,Technology,9655880,ACH Transfer,1,12,4575.5856150433,4075.5856150433,Steven,Hill
Q1775,C1775,775,Kevin Peterson,7/31/2085,Cancellation due to non-payment,NY,7/31/2084,8/1/2085,P1775,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8410.22069690054,35,Consulting,6396450,ACH Transfer,1,12,8175.65829201598,7675.65829201598,Kevin,Peterson
Q1776,C1776,776,Glenn Cruz,8/31/2085,Cancellation due to non-payment,NY,8/31/2084,9/1/2085,P1776,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2305.89118474756,48,Technology,7182122,Credit Card,1,12,2349.25684613896,1849.25684613896,Glenn,Cruz
Q1777,C1777,777,Valerie Kelly,9/30/2085,Cancellation due to non-payment,NY,9/30/2084,10/1/2085,P1777,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3120.89315717824,73,Consulting,6460756,Credit Card,1,12,3063.26255709377,2563.26255709377,Valerie,Kelly
Q1778,C1778,778,Matthew Johnson,10/31/2085,Cancellation due to non-payment,NY,10/31/2084,11/1/2085,P1778,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7453.4737544235,72,Construction,4855997,Cheque,1,12,7500.27311553759,7000.27311553759,Matthew,Johnson
Q1779,C1779,779,Michael Lane,11/30/2085,Cancellation due to non-payment,NY,11/30/2084,12/1/2085,P1779,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7296.8143870658,45,Construction,1593551,Cheque,1,12,7480.32882891466,6980.32882891466,Michael,Lane
Q1780,C1780,780,Beth Stephens,12/31/2085,Cancellation due to non-payment,NY,12/31/2084,1/1/2086,P1780,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7001.10995955039,81,Construction,4073313,ACH Transfer,1,12,6770.32869596767,6270.32869596767,Beth,Stephens
Q1781,C1781,781,Christine Nolan,1/31/2086,Cancellation due to non-payment,NY,1/31/2085,2/1/2086,P1781,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6911.10114966999,81,Retail,2536831,Cheque,1,12,7245.5360002039,6745.5360002039,Christine,Nolan
Q1782,C1782,782,Angela Wells,2/28/2086,Cancellation due to non-payment,NY,2/28/2085,3/1/2086,P1782,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6120.93763752783,97,Retail,8843662,Credit Card,1,12,5884.51999012836,5384.51999012836,Angela,Wells
Q1783,C1783,783,Kaylee Parrish,3/31/2086,Cancellation due to non-payment,NY,3/31/2085,4/1/2086,P1783,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3253.60933228626,96,Consulting,3939847,Credit Card,1,12,3266.19153016257,2766.19153016257,Kaylee,Parrish
Q1784,C1784,784,Michael Combs,4/30/2086,Cancellation due to non-payment,NY,4/30/2085,5/1/2086,P1784,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4167.671089968,72,Technology,1266670,Credit Card,1,12,4111.26394153527,3611.26394153527,Michael,Combs
Q1785,C1785,785,Jeremiah Mcdowell,5/31/2086,Cancellation due to non-payment,NY,5/31/2085,6/1/2086,P1785,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2676.35932102573,19,Technology,780667,Credit Card,1,12,2634.37945121283,2134.37945121283,Jeremiah,Mcdowell
Q1786,C1786,786,Tracy Farmer,6/30/2086,Cancellation due to non-payment,NY,6/30/2085,7/1/2086,P1786,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9538.61726607726,63,Construction,5419728,Credit Card,1,12,9176.05505200265,8676.05505200265,Tracy,Farmer
Q1787,C1787,787,Logan Franco,7/31/2086,Cancellation due to non-payment,NY,7/31/2085,8/1/2086,P1787,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6335.95189516448,38,Manufacturing,5510897,ACH Transfer,1,12,6250.52615289508,5750.52615289508,Logan,Franco
Q1788,C1788,788,Adam Poole,8/31/2086,Cancellation due to non-payment,NY,8/31/2085,9/1/2086,P1788,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4660.15950432999,67,Retail,2114017,ACH Transfer,1,12,4607.66275087275,4107.66275087275,Adam,Poole
Q1789,C1789,789,Paul Moore,9/30/2086,Cancellation due to non-payment,NY,9/30/2085,10/1/2086,P1789,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4934.52909182078,59,Retail,7184364,Credit Card,1,12,5158.05223279719,4658.05223279719,Paul,Moore
Q1790,C1790,790,William Terry,10/31/2086,Cancellation due to non-payment,NY,10/31/2085,11/1/2086,P1790,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9543.08470995436,69,Construction,4122261,Cheque,1,12,9525.55005650633,9025.55005650633,William,Terry
Q1791,C1791,791,John Smith,11/30/2086,Cancellation due to non-payment,NY,11/30/2085,12/1/2086,P1791,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2296.89716100603,13,Retail,4737203,Credit Card,1,12,2380.16262804472,1880.16262804472,John,Smith
Q1792,C1792,792,Johnny Larson,12/31/2086,Cancellation due to non-payment,NY,12/31/2085,1/1/2087,P1792,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6425.08354754076,47,Construction,4775519,ACH Transfer,1,12,6276.06848815117,5776.06848815117,Johnny,Larson
Q1793,C1793,793,Joseph Baker,1/31/2087,Cancellation due to non-payment,NY,1/31/2086,2/1/2087,P1793,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5559.78494027748,61,Consulting,4994940,Credit Card,1,12,5552.99810996019,5052.99810996019,Joseph,Baker
Q1794,C1794,794,Mary Humphrey,2/28/2087,Cancellation due to non-payment,NY,2/28/2086,3/1/2087,P1794,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6620.2918318786,31,Technology,2099482,ACH Transfer,1,12,6503.08811891183,6003.08811891183,Mary,Humphrey
Q1795,C1795,795,Diana Vance,3/31/2087,Cancellation due to non-payment,NY,3/31/2086,4/1/2087,P1795,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1109.68859522965,80,Manufacturing,3749244,ACH Transfer,1,12,1162.99165438756,662.99165438756,Diana,Vance
Q1796,C1796,796,Douglas Coleman,4/30/2087,Cancellation due to non-payment,NY,4/30/2086,5/1/2087,P1796,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8481.69285311008,96,Technology,4714466,Credit Card,1,12,8849.11518049736,8349.11518049736,Douglas,Coleman
Q1797,C1797,797,Wendy Carroll,5/31/2087,Cancellation due to non-payment,NY,5/31/2086,6/1/2087,P1797,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9592.1719676066,22,Technology,5946866,Credit Card,1,12,9389.06454235251,8889.06454235251,Wendy,Carroll
Q1798,C1798,798,Vanessa Castaneda,6/30/2087,Cancellation due to non-payment,NY,6/30/2086,7/1/2087,P1798,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5825.76067854846,93,Consulting,6282719,Cheque,1,12,6086.19865230288,5586.19865230288,Vanessa,Castaneda
Q1799,C1799,799,Jesse Chaney,7/31/2087,Cancellation due to non-payment,NY,7/31/2086,8/1/2087,P1799,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6958.16716921795,86,Retail,9954523,ACH Transfer,1,12,7269.85741489203,6769.85741489203,Jesse,Chaney
Q1800,C1800,800,Laura Woods,8/31/2087,Cancellation due to non-payment,NY,8/31/2086,9/1/2087,P1800,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8848.63361140943,43,Manufacturing,450067,Cheque,1,12,9302.49443059566,8802.49443059566,Laura,Woods
Q1801,C1801,801,Barbara Thompson,9/30/2087,Cancellation due to non-payment,NY,9/30/2086,10/1/2087,P1801,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7701.36773159646,67,Retail,2159385,Credit Card,1,12,7365.14770882058,6865.14770882058,Barbara,Thompson
Q1802,C1802,802,Karen Romero,10/31/2087,Cancellation due to non-payment,NY,10/31/2086,11/1/2087,P1802,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2429.20859022666,54,Technology,9929854,ACH Transfer,1,12,2372.85138622835,1872.85138622835,Karen,Romero
Q1803,C1803,803,Theresa Simpson,11/30/2087,Cancellation due to non-payment,NY,11/30/2086,12/1/2087,P1803,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6095.8078277155,10,Construction,7549194,Cheque,1,12,6186.59524150131,5686.59524150131,Theresa,Simpson
Q1804,C1804,804,Nicholas Gardner,12/31/2087,Cancellation due to non-payment,NY,12/31/2086,1/1/2088,P1804,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6328.98854376177,42,Technology,2467322,Cheque,1,12,6460.4354174457,5960.4354174457,Nicholas,Gardner
Q1805,C1805,805,Amy Kelley,1/31/2088,Cancellation due to non-payment,NY,1/31/2087,2/1/2088,P1805,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4744.77544163983,64,Retail,1475645,Cheque,1,12,4817.17604172147,4317.17604172147,Amy,Kelley
Q1806,C1806,806,Jeremy Ashley,2/28/2088,Cancellation due to non-payment,NY,2/28/2087,2/29/2088,P1806,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7837.50378258974,21,Technology,6662877,Credit Card,1,12,7627.9981206225,7127.9981206225,Jeremy,Ashley
Q1807,C1807,807,David Cole,3/31/2088,Cancellation due to non-payment,NY,3/31/2087,4/1/2088,P1807,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9561.14163255175,80,Construction,9323048,Credit Card,1,12,9409.30313292113,8909.30313292113,David,Cole
Q1808,C1808,808,Ronald Cardenas,4/30/2088,Cancellation due to non-payment,NY,4/30/2087,5/1/2088,P1808,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9036.4004098529,76,Consulting,6143995,Credit Card,1,12,9330.11661616098,8830.11661616098,Ronald,Cardenas
Q1809,C1809,809,Kim Leon,5/31/2088,Cancellation due to non-payment,NY,5/31/2087,6/1/2088,P1809,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4892.73336800658,66,Retail,7064705,ACH Transfer,1,12,5057.55434263719,4557.55434263719,Kim,Leon
Q1810,C1810,810,Crystal Myers,6/30/2088,Cancellation due to non-payment,NY,6/30/2087,7/1/2088,P1810,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1938.05277489329,41,Technology,9188503,Credit Card,1,12,2019.14241256679,1519.14241256679,Crystal,Myers
Q1811,C1811,811,Jordan Simpson,7/31/2088,Cancellation due to non-payment,NY,7/31/2087,8/1/2088,P1811,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10021.6865130319,24,Retail,6732142,ACH Transfer,1,12,9863.57079066101,9363.57079066101,Jordan,Simpson
Q1812,C1812,812,Regina Frank,8/31/2088,Cancellation due to non-payment,NY,8/31/2087,9/1/2088,P1812,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8776.12359263736,35,Consulting,7756495,Cheque,1,12,8550.0827780134,8050.0827780134,Regina,Frank
Q1813,C1813,813,Jasmine Buchanan,9/30/2088,Cancellation due to non-payment,NY,9/30/2087,10/1/2088,P1813,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2072.10782567894,56,Technology,345144,Cheque,1,12,2121.9641308294,1621.9641308294,Jasmine,Buchanan
Q1814,C1814,814,Shannon Anderson,10/31/2088,Cancellation due to non-payment,NY,10/31/2087,11/1/2088,P1814,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8842.65089009397,30,Technology,3922727,Credit Card,1,12,9287.57694355635,8787.57694355635,Shannon,Anderson
Q1815,C1815,815,Jonathan Lopez,11/30/2088,Cancellation due to non-payment,NY,11/30/2087,12/1/2088,P1815,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8460.16381352093,57,Retail,1344360,Cheque,1,12,8829.06725855915,8329.06725855915,Jonathan,Lopez
Q1816,C1816,816,Tamara Lopez,12/31/2088,Cancellation due to non-payment,NY,12/31/2087,1/1/2089,P1816,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5934.79774995649,94,Retail,7325593,Credit Card,1,12,5669.54251413464,5169.54251413464,Tamara,Lopez
Q1817,C1817,817,Francisco Mcclure,1/31/2089,Cancellation due to non-payment,NY,1/31/2088,2/1/2089,P1817,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6192.16976895426,47,Construction,5070809,ACH Transfer,1,12,6321.47892170436,5821.47892170436,Francisco,Mcclure
Q1818,C1818,818,Melissa Juarez,2/28/2089,Cancellation due to non-payment,NY,2/29/2088,3/1/2089,P1818,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4714.62533715364,35,Consulting,3149316,Cheque,1,12,4591.02433483117,4091.02433483117,Melissa,Juarez
Q1819,C1819,819,Gregory Stevens,3/31/2089,Cancellation due to non-payment,NY,3/31/2088,4/1/2089,P1819,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1511.46520948238,19,Construction,6722575,Credit Card,1,12,1492.85474939828,992.85474939828,Gregory,Stevens
Q1820,C1820,820,Jamie Stephens,4/30/2089,Cancellation due to non-payment,NY,4/30/2088,5/1/2089,P1820,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3969.35298235593,8,Technology,7603276,Cheque,1,12,4016.7751748131,3516.7751748131,Jamie,Stephens
Q1821,C1821,821,Amy Nolan,5/31/2089,Cancellation due to non-payment,NY,5/31/2088,6/1/2089,P1821,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7983.58876674029,26,Retail,9638342,Cheque,1,12,8225.6810373821,7725.6810373821,Amy,Nolan
Q1822,C1822,822,Kelly Baker,6/30/2089,Cancellation due to non-payment,NY,6/30/2088,7/1/2089,P1822,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1002.24847671851,71,Technology,7367807,Credit Card,1,12,1041.68820704142,541.68820704142,Kelly,Baker
Q1823,C1823,823,Jackie Brown,7/31/2089,Cancellation due to non-payment,NY,7/31/2088,8/1/2089,P1823,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4047.51489864141,30,Technology,3060883,Cheque,1,12,4001.49254522029,3501.49254522029,Jackie,Brown
Q1824,C1824,824,Valerie Clark,8/31/2089,Cancellation due to non-payment,NY,8/31/2088,9/1/2089,P1824,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4709.3971366695,7,Manufacturing,1006450,Cheque,1,12,4583.51824231849,4083.51824231849,Valerie,Clark
Q1825,C1825,825,William Price,9/30/2089,Cancellation due to non-payment,NY,9/30/2088,10/1/2089,P1825,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5920.55101358278,67,Manufacturing,9971403,Cheque,1,12,5836.5604264413,5336.5604264413,William,Price
Q1826,C1826,826,Kirk Elliott,10/31/2089,Cancellation due to non-payment,NY,10/31/2088,11/1/2089,P1826,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9306.81698975243,65,Technology,382140,Cheque,1,12,9278.70054771484,8778.70054771484,Kirk,Elliott
Q1827,C1827,827,Jessica Morgan,11/30/2089,Cancellation due to non-payment,NY,11/30/2088,12/1/2089,P1827,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3928.530048547,36,Retail,8313062,ACH Transfer,1,12,4117.11394929365,3617.11394929365,Jessica,Morgan
Q1828,C1828,828,Adam Griffin,12/31/2089,Cancellation due to non-payment,NY,12/31/2088,1/1/2090,P1828,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4315.71700812042,25,Technology,658981,Cheque,1,12,4122.57881706604,3622.57881706604,Adam,Griffin
Q1829,C1829,829,Christina Daniels,1/31/2090,Cancellation due to non-payment,NY,1/31/2089,2/1/2090,P1829,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7865.6545324092,37,Manufacturing,8597552,Cheque,1,12,7637.51123298773,7137.51123298773,Christina,Daniels
Q1830,C1830,830,Margaret Smith,2/28/2090,Cancellation due to non-payment,NY,2/28/2089,3/1/2090,P1830,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4964.92303891361,1,Retail,1897519,Credit Card,1,12,5069.96146800826,4569.96146800826,Margaret,Smith
