quoteId,claimId,customerId,customerName,givenName,surname,cancelReasonDescription,controllingStateOrProvinceCode,id,statusCode,parentEntityId,parentEntityTypeName,lineOfBusinessCode,number,totalPremium,effectiveDate,originalEffectiveDate,cancellationDate,expirationDate,RenewalDate,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,claimAmount,durationInMonths,RenewalStatus
Q1761,C1761,761,Mark Conway,Mark,Conway,Cancellation due to non-payment,NY,1761,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2365.07,2083-05-31,2022-11-04,,2084-05-31,2084-06-01,2354.28,36,Construction,8437437.23,ACH Transfer,0,1865.07,12,1
Q1762,C1762,762,Tina Shah,Tina,Shah,Cancellation due to non-payment,NY,1762,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3805.5,2083-06-30,2022-11-04,,2084-06-30,2084-07-01,3936.55,54,Manufacturing,3036463.57,Credit Card,1,3305.5,12,1
Q1763,C1763,763,Christie Miller,Christie,Miller,Cancellation due to non-payment,NY,1763,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3236.4,2083-07-31,2022-11-04,2083-12-08,2084-07-31,,3106.32,26,Retail,864156.55,ACH Transfer,0,2736.4,12,0
Q1764,C1764,764,James Brown,James,Brown,Cancellation due to non-payment,NY,1764,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7695.52,2083-08-31,2022-11-04,2083-09-10,2084-08-31,,7686.47,75,Construction,1781882.02,Credit Card,1,7195.52,12,0
Q1765,C1765,765,Thomas Brown PhD,Thomas,PhD,Cancellation due to non-payment,NY,1765,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1301.79,2083-09-30,2022-11-04,,2084-09-30,2084-10-01,1256.23,72,Retail,1356749.7,Cheque,0,801.79,12,1
Q1766,C1766,766,Barry Kennedy,Barry,Kennedy,Cancellation due to non-payment,NY,1766,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6129.01,2083-10-31,2022-11-04,2084-04-19,2084-10-31,,6021.55,40,Technology,1320509.42,ACH Transfer,0,5629.01,12,0
Q1767,C1767,767,Caroline Smith MD,Caroline,MD,Cancellation due to non-payment,NY,1767,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7862.13,2083-11-30,2022-11-04,2084-04-10,2084-11-30,,8048.74,43,Retail,5233760.72,Credit Card,0,7362.13,12,0
Q1768,C1768,768,Joseph Rice,Joseph,Rice,Cancellation due to non-payment,NY,1768,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8890.89,2083-12-31,2022-11-04,2084-03-01,2084-12-31,,8869.57,22,Manufacturing,2533889.68,ACH Transfer,1,8390.89,12,0
Q1769,C1769,769,Brandy Santiago,Brandy,Santiago,Cancellation due to non-payment,NY,1769,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4078.74,2084-01-31,2022-11-04,2084-04-19,2085-01-31,,4028.12,20,Consulting,3645583.19,Credit Card,1,3578.74,12,0
Q1770,C1770,770,John Moore,John,Moore,Cancellation due to non-payment,NY,1770,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8391.32,2084-02-29,2022-11-04,,2085-02-28,2085-03-01,8302.77,8,Manufacturing,9896102.8,Cheque,1,7891.32,12,1
Q1771,C1771,771,Ronald Schmidt,Ronald,Schmidt,Cancellation due to non-payment,NY,1771,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1995.69,2084-03-31,2022-11-04,2085-03-03,2085-03-31,,1987.6,29,Retail,6874711.06,Credit Card,1,1495.69,12,0
Q1772,C1772,772,Kathleen Owens,Kathleen,Owens,Cancellation due to non-payment,NY,1772,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8618.07,2084-04-30,2022-11-04,,2085-04-30,2085-05-01,8863.7,40,Construction,9494908.6,ACH Transfer,0,8118.07,12,1
Q1773,C1773,773,Grant Stevens,Grant,Stevens,Cancellation due to non-payment,NY,1773,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2147.4,2084-05-31,2022-11-04,2085-03-19,2085-05-31,,2231.6,90,Technology,1511309.89,Credit Card,0,1647.4,12,0
Q1774,C1774,774,Thomas Washington,Thomas,Washington,Cancellation due to non-payment,NY,1774,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4575.59,2084-06-30,2022-11-04,2085-05-28,2085-06-30,,4783.93,30,Consulting,3883180.8,ACH Transfer,0,4075.59,12,0
Q1775,C1775,775,Terry Howard,Terry,Howard,Cancellation due to non-payment,NY,1775,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8175.66,2084-07-31,2022-11-04,,2085-07-31,2085-08-01,8410.22,81,Construction,5591844.85,Cheque,1,7675.66,12,1
Q1776,C1776,776,Mr. Joseph Rodriguez MD,Mr.,MD,Cancellation due to non-payment,NY,1776,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2349.26,2084-08-31,2022-11-04,2085-03-29,2085-08-31,,2305.89,84,Construction,859904.81,Credit Card,0,1849.26,12,0
Q1777,C1777,777,Kevin Swanson,Kevin,Swanson,Cancellation due to non-payment,NY,1777,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3063.26,2084-09-30,2022-11-04,,2085-09-30,2085-10-01,3120.89,55,Manufacturing,141455.69,ACH Transfer,1,2563.26,12,1
Q1778,C1778,778,Heather Wilson,Heather,Wilson,Cancellation due to non-payment,NY,1778,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7500.27,2084-10-31,2022-11-04,2085-09-19,2085-10-31,,7453.47,16,Retail,6737299.9,ACH Transfer,1,7000.27,12,0
Q1779,C1779,779,Elaine Freeman,Elaine,Freeman,Cancellation due to non-payment,NY,1779,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7480.33,2084-11-30,2022-11-04,2085-07-14,2085-11-30,,7296.82,46,Manufacturing,6454013.22,ACH Transfer,1,6980.33,12,0
Q1780,C1780,780,William Bradley,William,Bradley,Cancellation due to non-payment,NY,1780,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6770.33,2084-12-31,2022-11-04,2085-08-11,2085-12-31,,7001.11,62,Retail,4166809.22,Credit Card,1,6270.33,12,0
Q1781,C1781,781,Michelle Allen,Michelle,Allen,Cancellation due to non-payment,NY,1781,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7245.54,2085-01-31,2022-11-04,2085-06-30,2086-01-31,,6911.1,7,Manufacturing,4947476.35,Credit Card,1,6745.54,12,0
Q1782,C1782,782,David Turner,David,Turner,Cancellation due to non-payment,NY,1782,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5884.52,2085-02-28,2022-11-04,2085-12-24,2086-02-28,,6120.94,80,Construction,4212885.71,Credit Card,0,5384.52,12,0
Q1783,C1783,783,Rebecca Hopkins,Rebecca,Hopkins,Cancellation due to non-payment,NY,1783,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3266.19,2085-03-31,2022-11-04,,2086-03-31,2086-04-01,3253.61,45,Technology,337649.94,Cheque,1,2766.19,12,1
Q1784,C1784,784,Aaron Sanders,Aaron,Sanders,Cancellation due to non-payment,NY,1784,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4111.26,2085-04-30,2022-11-04,,2086-04-30,2086-05-01,4167.67,59,Retail,3420178.9,ACH Transfer,1,3611.26,12,1
Q1785,C1785,785,Jill Serrano,Jill,Serrano,Cancellation due to non-payment,NY,1785,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2634.38,2085-05-31,2022-11-04,2085-11-06,2086-05-31,,2676.36,56,Consulting,1853114.33,ACH Transfer,0,2134.38,12,0
Q1786,C1786,786,Brandon Moore,Brandon,Moore,Cancellation due to non-payment,NY,1786,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9176.06,2085-06-30,2022-11-04,2086-03-05,2086-06-30,,9538.62,48,Consulting,1074399.47,Cheque,1,8676.06,12,0
Q1787,C1787,787,Nicholas Davis,Nicholas,Davis,Cancellation due to non-payment,NY,1787,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6250.53,2085-07-31,2022-11-04,,2086-07-31,2086-08-01,6335.96,27,Construction,9571532.3,Cheque,1,5750.53,12,1
Q1788,C1788,788,Robert Landry,Robert,Landry,Cancellation due to non-payment,NY,1788,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4607.66,2085-08-31,2022-11-04,,2086-08-31,2086-09-01,4660.16,53,Manufacturing,6033661.28,Credit Card,0,4107.66,12,1
Q1789,C1789,789,Mary Wood,Mary,Wood,Cancellation due to non-payment,NY,1789,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5158.05,2085-09-30,2022-11-04,2085-10-31,2086-09-30,,4934.53,87,Manufacturing,7313697.21,Credit Card,0,4658.05,12,0
Q1790,C1790,790,Jose Smith,Jose,Smith,Cancellation due to non-payment,NY,1790,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9525.55,2085-10-31,2022-11-04,2086-09-24,2086-10-31,,9543.08,88,Construction,3222101.06,Credit Card,0,9025.55,12,0
Q1791,C1791,791,Wendy Smith,Wendy,Smith,Cancellation due to non-payment,NY,1791,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2380.16,2085-11-30,2022-11-04,,2086-11-30,2086-12-01,2296.89,73,Consulting,3992156.58,Credit Card,1,1880.16,12,1
Q1792,C1792,792,Calvin Warren,Calvin,Warren,Cancellation due to non-payment,NY,1792,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6276.07,2085-12-31,2022-11-04,2086-01-11,2086-12-31,,6425.09,35,Consulting,2445547.54,Credit Card,0,5776.07,12,0
Q1793,C1793,793,Anita Bush,Anita,Bush,Cancellation due to non-payment,NY,1793,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5553.0,2086-01-31,2022-11-04,,2087-01-31,2087-02-01,5559.79,51,Manufacturing,1059960.14,Credit Card,0,5053.0,12,1
Q1794,C1794,794,Scott Mitchell,Scott,Mitchell,Cancellation due to non-payment,NY,1794,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6503.09,2086-02-28,2022-11-04,2086-11-28,2087-02-28,,6620.29,84,Retail,1872413.21,Cheque,0,6003.09,12,0
Q1795,C1795,795,Elizabeth Singh,Elizabeth,Singh,Cancellation due to non-payment,NY,1795,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1162.99,2086-03-31,2022-11-04,,2087-03-31,2087-04-01,1109.69,37,Technology,7995389.05,Cheque,1,662.99,12,1
Q1796,C1796,796,Laurie Frazier,Laurie,Frazier,Cancellation due to non-payment,NY,1796,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8849.12,2086-04-30,2022-11-04,,2087-04-30,2087-05-01,8481.7,81,Retail,6807703.47,Cheque,0,8349.12,12,1
Q1797,C1797,797,Chris Arroyo,Chris,Arroyo,Cancellation due to non-payment,NY,1797,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9389.06,2086-05-31,2022-11-04,2086-10-28,2087-05-31,,9592.17,95,Consulting,5514595.87,ACH Transfer,1,8889.06,12,0
Q1798,C1798,798,Donald Bond,Donald,Bond,Cancellation due to non-payment,NY,1798,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6086.2,2086-06-30,2022-11-04,,2087-06-30,2087-07-01,5825.76,57,Retail,4803389.74,ACH Transfer,1,5586.2,12,1
Q1799,C1799,799,April Jackson,April,Jackson,Cancellation due to non-payment,NY,1799,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7269.86,2086-07-31,2022-11-04,2086-09-12,2087-07-31,,6958.17,8,Technology,9232099.41,Credit Card,0,6769.86,12,0
Q1800,C1800,800,Michael Williamson,Michael,Williamson,Cancellation due to non-payment,NY,1800,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9302.49,2086-08-31,2022-11-04,2087-07-14,2087-08-31,,8848.63,79,Retail,820075.98,Cheque,1,8802.49,12,0
Q1801,C1801,801,Chad Nelson,Chad,Nelson,Cancellation due to non-payment,NY,1801,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7365.15,2086-09-30,2022-11-04,2087-02-02,2087-09-30,,7701.37,95,Retail,2877948.05,ACH Transfer,1,6865.15,12,0
Q1802,C1802,802,Cynthia Bonilla,Cynthia,Bonilla,Cancellation due to non-payment,NY,1802,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2372.85,2086-10-31,2022-11-04,2086-12-07,2087-10-31,,2429.21,94,Retail,3564384.75,ACH Transfer,0,1872.85,12,0
Q1803,C1803,803,Daniel Martin,Daniel,Martin,Cancellation due to non-payment,NY,1803,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6186.6,2086-11-30,2022-11-04,,2087-11-30,2087-12-01,6095.81,20,Retail,7846015.54,Cheque,1,5686.6,12,1
Q1804,C1804,804,Samuel Santiago,Samuel,Santiago,Cancellation due to non-payment,NY,1804,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6460.44,2086-12-31,2022-11-04,2087-08-28,2087-12-31,,6328.99,53,Construction,9925894.74,ACH Transfer,0,5960.44,12,0
Q1805,C1805,805,Daniel Duran,Daniel,Duran,Cancellation due to non-payment,NY,1805,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4817.18,2087-01-31,2022-11-04,2087-09-25,2088-01-31,,4744.78,12,Consulting,2482638.1,ACH Transfer,1,4317.18,12,0
Q1806,C1806,806,Thomas Lucas,Thomas,Lucas,Cancellation due to non-payment,NY,1806,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7628.0,2087-02-28,2022-11-04,2087-07-30,2088-02-28,,7837.51,49,Technology,8755642.61,Cheque,1,7128.0,12,0
Q1807,C1807,807,Christopher Mathis,Christopher,Mathis,Cancellation due to non-payment,NY,1807,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9409.3,2087-03-31,2022-11-04,2088-03-22,2088-03-31,,9561.14,17,Consulting,8323165.33,ACH Transfer,0,8909.3,12,0
Q1808,C1808,808,Michelle Moore,Michelle,Moore,Cancellation due to non-payment,NY,1808,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9330.12,2087-04-30,2022-11-04,,2088-04-30,2088-05-01,9036.4,64,Construction,2324108.24,Cheque,0,8830.12,12,1
Q1809,C1809,809,Lauren Ayala,Lauren,Ayala,Cancellation due to non-payment,NY,1809,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5057.55,2087-05-31,2022-11-04,2088-01-16,2088-05-31,,4892.73,42,Construction,4053392.54,ACH Transfer,1,4557.55,12,0
Q1810,C1810,810,Trevor Hensley,Trevor,Hensley,Cancellation due to non-payment,NY,1810,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2019.14,2087-06-30,2022-11-04,,2088-06-30,2088-07-01,1938.05,94,Construction,4155761.41,Cheque,1,1519.14,12,1
Q1811,C1811,811,Madison Lang,Madison,Lang,Cancellation due to non-payment,NY,1811,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9863.57,2087-07-31,2022-11-04,,2088-07-31,2088-08-01,10021.69,29,Construction,9784384.62,ACH Transfer,0,9363.57,12,1
Q1812,C1812,812,Dennis Gentry,Dennis,Gentry,Cancellation due to non-payment,NY,1812,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8550.08,2087-08-31,2022-11-04,,2088-08-31,2088-09-01,8776.12,19,Retail,1890829.82,ACH Transfer,1,8050.08,12,1
Q1813,C1813,813,Latoya Sullivan,Latoya,Sullivan,Cancellation due to non-payment,NY,1813,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2121.96,2087-09-30,2022-11-04,2088-06-20,2088-09-30,,2072.1,11,Consulting,8011663.91,Cheque,1,1621.96,12,0
Q1814,C1814,814,Brian Smith,Brian,Smith,Cancellation due to non-payment,NY,1814,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9287.58,2087-10-31,2022-11-04,2088-08-08,2088-10-31,,8842.65,98,Manufacturing,3408507.87,ACH Transfer,1,8787.58,12,0
Q1815,C1815,815,Michael Burton,Michael,Burton,Cancellation due to non-payment,NY,1815,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8829.07,2087-11-30,2022-11-04,2088-08-21,2088-11-30,,8460.17,50,Technology,7335616.42,Cheque,1,8329.07,12,0
Q1816,C1816,816,April Barton,April,Barton,Cancellation due to non-payment,NY,1816,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5669.54,2087-12-31,2022-11-04,2088-02-14,2088-12-31,,5934.8,71,Construction,4258108.94,Cheque,0,5169.54,12,0
Q1817,C1817,817,Carolyn Kelly,Carolyn,Kelly,Cancellation due to non-payment,NY,1817,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6321.48,2088-01-31,2022-11-04,,2089-01-31,2089-02-01,6192.17,58,Consulting,5825761.65,ACH Transfer,0,5821.48,12,1
Q1818,C1818,818,Sandra Chavez,Sandra,Chavez,Cancellation due to non-payment,NY,1818,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4591.02,2088-02-29,2022-11-04,,2089-02-28,2089-03-01,4714.62,34,Construction,8342856.56,Credit Card,0,4091.02,12,1
Q1819,C1819,819,Monica Andrews,Monica,Andrews,Cancellation due to non-payment,NY,1819,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1492.85,2088-03-31,2022-11-04,2088-05-19,2089-03-31,,1511.46,20,Construction,8061239.09,ACH Transfer,0,992.85,12,0
Q1820,C1820,820,Ryan Vaughn,Ryan,Vaughn,Cancellation due to non-payment,NY,1820,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4016.78,2088-04-30,2022-11-04,2088-12-23,2089-04-30,,3969.36,50,Construction,8677589.52,Credit Card,0,3516.78,12,0
Q1821,C1821,821,Jesse Wheeler,Jesse,Wheeler,Cancellation due to non-payment,NY,1821,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8225.68,2088-05-31,2022-11-04,2088-06-14,2089-05-31,,7983.59,88,Construction,690211.52,Credit Card,0,7725.68,12,0
Q1822,C1822,822,Crystal Edwards,Crystal,Edwards,Cancellation due to non-payment,NY,1822,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1041.69,2088-06-30,2022-11-04,2089-01-12,2089-06-30,,1002.25,10,Construction,6951300.48,ACH Transfer,1,541.69,12,0
Q1823,C1823,823,Lawrence Jacobs,Lawrence,Jacobs,Cancellation due to non-payment,NY,1823,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4001.49,2088-07-31,2022-11-04,2089-03-31,2089-07-31,,4047.51,32,Technology,1485875.03,Credit Card,0,3501.49,12,0
Q1824,C1824,824,Laurie Roy,Laurie,Roy,Cancellation due to non-payment,NY,1824,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4583.52,2088-08-31,2022-11-04,2089-03-28,2089-08-31,,4709.4,52,Consulting,4216603.82,Cheque,1,4083.52,12,0
Q1825,C1825,825,Pamela Castillo,Pamela,Castillo,Cancellation due to non-payment,NY,1825,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5836.56,2088-09-30,2022-11-04,2089-02-08,2089-09-30,,5920.55,15,Construction,5531025.31,Cheque,1,5336.56,12,0
Q1826,C1826,826,Cheyenne Clark,Cheyenne,Clark,Cancellation due to non-payment,NY,1826,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9278.7,2088-10-31,2022-11-04,,2089-10-31,2089-11-01,9306.82,84,Construction,4087120.9,Credit Card,1,8778.7,12,1
Q1827,C1827,827,Jose Garcia,Jose,Garcia,Cancellation due to non-payment,NY,1827,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4117.11,2088-11-30,2022-11-04,,2089-11-30,2089-12-01,3928.53,3,Construction,5244155.59,Cheque,0,3617.11,12,1
Q1828,C1828,828,Mary Parrish,Mary,Parrish,Cancellation due to non-payment,NY,1828,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4122.58,2088-12-31,2022-11-04,,2089-12-31,2090-01-01,4315.72,37,Construction,9965610.46,ACH Transfer,1,3622.58,12,1
Q1829,C1829,829,Kristen Carter,Kristen,Carter,Cancellation due to non-payment,NY,1829,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7637.51,2089-01-31,2022-11-04,,2090-01-31,2090-02-01,7865.65,40,Retail,1438651.41,Cheque,0,7137.51,12,1
Q1830,C1830,830,Steven Neal,Steven,Neal,Cancellation due to non-payment,NY,1830,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5069.96,2089-02-28,2022-11-04,2089-05-27,2090-02-28,,4964.92,72,Retail,6787014.85,Credit Card,1,4569.96,12,0
Q1831,C1831,831,Kristin Arroyo,Kristin,Arroyo,Cancellation due to non-payment,NY,1831,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3021.44,2089-03-31,2022-11-04,2090-03-25,2090-03-31,,3166.46,40,Manufacturing,4020409.57,ACH Transfer,1,2521.44,12,0
Q1832,C1832,832,Christopher Liu,Christopher,Liu,Cancellation due to non-payment,NY,1832,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5071.96,2089-04-30,2022-11-04,2089-09-15,2090-04-30,,5123.63,56,Construction,1416797.01,Cheque,0,4571.96,12,0
Q1833,C1833,833,Henry Ray,Henry,Ray,Cancellation due to non-payment,NY,1833,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2267.71,2089-05-31,2022-11-04,2090-02-07,2090-05-31,,2286.4,23,Manufacturing,1671493.96,ACH Transfer,1,1767.71,12,0
Q1834,C1834,834,James Frank,James,Frank,Cancellation due to non-payment,NY,1834,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2587.48,2089-06-30,2022-11-04,2089-07-29,2090-06-30,,2651.67,11,Technology,9497803.75,Credit Card,1,2087.48,12,0
Q1835,C1835,835,Heidi Eaton,Heidi,Eaton,Cancellation due to non-payment,NY,1835,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5485.31,2089-07-31,2022-11-04,,2090-07-31,2090-08-01,5656.33,64,Manufacturing,8808054.82,Cheque,1,4985.31,12,1
Q1836,C1836,836,Rachel Miller,Rachel,Miller,Cancellation due to non-payment,NY,1836,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4770.33,2089-08-31,2022-11-04,2090-08-17,2090-08-31,,4844.98,8,Consulting,9079715.41,ACH Transfer,1,4270.33,12,0
Q1837,C1837,837,Jeanne Hall,Jeanne,Hall,Cancellation due to non-payment,NY,1837,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9233.61,2089-09-30,2022-11-04,,2090-09-30,2090-10-01,8890.21,93,Retail,9916174.48,ACH Transfer,0,8733.61,12,1
Q1838,C1838,838,John York,John,York,Cancellation due to non-payment,NY,1838,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4261.55,2089-10-31,2022-11-04,2090-04-06,2090-10-31,,4192.63,94,Retail,2162322.36,Cheque,1,3761.55,12,0
Q1839,C1839,839,Laurie Alexander,Laurie,Alexander,Cancellation due to non-payment,NY,1839,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6225.3,2089-11-30,2022-11-04,,2090-11-30,2090-12-01,6491.79,56,Construction,3618849.44,ACH Transfer,1,5725.3,12,1
Q1840,C1840,840,Edward Carlson,Edward,Carlson,Cancellation due to non-payment,NY,1840,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6690.38,2089-12-31,2022-11-04,2090-07-05,2090-12-31,,6506.14,60,Construction,6725268.4,ACH Transfer,0,6190.38,12,0
Q1841,C1841,841,Jamie Smith,Jamie,Smith,Cancellation due to non-payment,NY,1841,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1117.85,2090-01-31,2022-11-04,,2091-01-31,2091-02-01,1103.56,10,Technology,4889645.14,Credit Card,1,617.85,12,1
Q1842,C1842,842,Reginald Carr,Reginald,Carr,Cancellation due to non-payment,NY,1842,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6971.84,2090-02-28,2022-11-04,2090-11-04,2091-02-28,,6924.49,39,Technology,4242056.38,Credit Card,1,6471.84,12,0
Q1843,C1843,843,Danielle Miller,Danielle,Miller,Cancellation due to non-payment,NY,1843,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2602.32,2090-03-31,2022-11-04,2090-07-25,2091-03-31,,2586.55,28,Consulting,3642331.37,Credit Card,1,2102.32,12,0
Q1844,C1844,844,Jeffery Johnson,Jeffery,Johnson,Cancellation due to non-payment,NY,1844,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9649.63,2090-04-30,2022-11-04,2091-02-15,2091-04-30,,9758.61,49,Construction,5978428.26,Credit Card,1,9149.63,12,0
Q1845,C1845,845,Jeffrey Hunter,Jeffrey,Hunter,Cancellation due to non-payment,NY,1845,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2337.96,2090-05-31,2022-11-04,2090-12-30,2091-05-31,,2441.55,36,Construction,5798374.94,Credit Card,0,1837.96,12,0
Q1846,C1846,846,Kelly Guzman,Kelly,Guzman,Cancellation due to non-payment,NY,1846,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4731.62,2090-06-30,2022-11-04,,2091-06-30,2091-07-01,4608.93,13,Technology,1698432.56,Credit Card,1,4231.62,12,1
Q1847,C1847,847,Jon Miller,Jon,Miller,Cancellation due to non-payment,NY,1847,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1768.15,2090-07-31,2022-11-04,2090-12-08,2091-07-31,,1701.23,96,Technology,4770224.39,Cheque,0,1268.15,12,0
Q1848,C1848,848,Mr. James Rogers II,Mr.,II,Cancellation due to non-payment,NY,1848,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9971.87,2090-08-31,2022-11-04,,2091-08-31,2091-09-01,9670.19,36,Technology,5579370.58,Credit Card,1,9471.87,12,1
Q1849,C1849,849,Daniel Newton,Daniel,Newton,Cancellation due to non-payment,NY,1849,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5519.76,2090-09-30,2022-11-04,2091-06-22,2091-09-30,,5733.33,26,Retail,5745840.69,ACH Transfer,1,5019.76,12,0
Q1850,C1850,850,Kimberly Wade,Kimberly,Wade,Cancellation due to non-payment,NY,1850,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6358.47,2090-10-31,2022-11-04,,2091-10-31,2091-11-01,6451.18,86,Manufacturing,2180061.21,Cheque,1,5858.47,12,1
Q1851,C1851,851,Ricky Fletcher,Ricky,Fletcher,Cancellation due to non-payment,NY,1851,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1603.69,2090-11-30,2022-11-04,2091-08-27,2091-11-30,,1569.36,4,Manufacturing,7448486.78,ACH Transfer,0,1103.69,12,0
Q1852,C1852,852,David Kelley,David,Kelley,Cancellation due to non-payment,NY,1852,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7749.64,2090-12-31,2022-11-04,2091-02-10,2091-12-31,,7994.49,95,Construction,349471.04,Credit Card,1,7249.64,12,0
Q1853,C1853,853,Pamela Wilson,Pamela,Wilson,Cancellation due to non-payment,NY,1853,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2889.15,2091-01-31,2022-11-04,,2092-01-31,2092-02-01,2993.56,82,Retail,3612835.37,Credit Card,1,2389.15,12,1
Q1854,C1854,854,Marilyn Burton,Marilyn,Burton,Cancellation due to non-payment,NY,1854,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9082.49,2091-02-28,2022-11-04,2091-05-10,2092-02-28,,9397.21,64,Technology,7824105.22,ACH Transfer,0,8582.49,12,0
