CustomerID,CustomerName,PolicyID,PolicyType,PolicyPremium,PolicyStartDate,PolicyEndDate,NumberOfEmployees,BusinessIndustry,AnnualRevenue,PaymentMethod,ClaimsCount,DurationInMonths,Churn
652,Autumn Miller,1652,General Liability,5833.95887636693,2074-04-30,2075-04-30,61,Retail,2248091,ACH Transfer,2,12,0
653,Emily Shelton,1653,General Liability,6281.570062187912,2074-05-31,2075-05-31,20,Manufacturing,4061676,Cheque,0,12,0
654,Raymond Calderon,1654,General Liability,7708.95526765897,2074-06-30,2075-06-30,78,Retail,1860462,Credit Card,4,12,0
655,Mary Hammond,1655,General Liability,4884.935916067115,2074-07-31,2075-07-31,2,Consulting,4158848,ACH Transfer,2,12,1
656,Jacob Rosario,1656,General Liability,2148.222725160074,2074-08-31,2075-08-31,73,Construction,909178,ACH Transfer,1,12,0
657,Jennifer Bishop,1657,General Liability,3553.9831521885203,2074-09-30,2075-09-30,37,Technology,8032310,Cheque,2,12,0
658,Aaron Mathis,1658,General Liability,4267.7406675877155,2074-10-31,2075-10-31,20,Consulting,4877402,Cheque,2,12,0
659,Joe Elliott,1659,General Liability,6813.255171984411,2074-11-30,2075-11-30,26,Consulting,7034106,Cheque,1,12,0
660,Matthew Ray,1660,General Liability,6137.004742020207,2074-12-31,2075-12-31,29,Consulting,7586327,Cheque,3,12,0
661,Susan Ramirez,1661,General Liability,4204.870533080616,2075-01-31,2076-01-31,1,Construction,2662605,Cheque,3,12,1
662,Kimberly Macdonald,1662,General Liability,9878.637239136817,2075-02-28,2076-02-28,35,Manufacturing,821037,Credit Card,0,12,0
663,Jose Austin,1663,General Liability,6451.973374211984,2075-03-31,2076-03-31,70,Construction,5607683,ACH Transfer,0,12,0
664,Amber Cabrera,1664,General Liability,3135.0411256239504,2075-04-30,2076-04-30,59,Manufacturing,6517954,Credit Card,3,12,0
665,Matthew Bolton,1665,General Liability,1916.0422535836337,2075-05-31,2076-05-31,69,Consulting,1121469,Credit Card,4,12,0
666,Patrick Garrison,1666,General Liability,2375.7322526589883,2075-06-30,2076-06-30,33,Consulting,6856350,Credit Card,2,12,0
667,Jasmine Peterson,1667,General Liability,3213.6195554605733,2075-07-31,2076-07-31,51,Technology,5879277,Credit Card,4,12,0
668,David Butler,1668,General Liability,2446.132359336001,2075-08-31,2076-08-31,78,Manufacturing,2992371,Credit Card,2,12,0
669,Erika Stevenson,1669,General Liability,2679.103216461752,2075-09-30,2076-09-30,12,Consulting,7070199,Cheque,3,12,0
670,Patricia Diaz,1670,General Liability,3565.856518244624,2075-10-31,2076-10-31,20,Retail,563001,Cheque,0,12,0
671,Stephen Gonzales,1671,General Liability,2560.3623576527934,2075-11-30,2076-11-30,53,Technology,6111493,ACH Transfer,0,12,0
672,Joshua Bishop,1672,General Liability,9070.888821637825,2075-12-31,2076-12-31,88,Construction,2922136,Credit Card,4,12,1
673,Sandra Stevens,1673,General Liability,1722.10371095478,2076-01-31,2077-01-31,43,Technology,615693,ACH Transfer,0,12,0
674,Karl Coleman,1674,General Liability,5720.602506132292,2076-02-29,2077-02-28,98,Retail,2736722,Cheque,3,12,0
675,Courtney Green,1675,General Liability,4693.571442906954,2076-03-31,2077-03-31,89,Manufacturing,7918114,Cheque,4,12,0
676,Ariel Dean,1676,General Liability,9841.407552177458,2076-04-30,2077-04-30,50,Construction,339017,Cheque,2,12,0
677,Matthew Melton,1677,General Liability,2008.350119512471,2076-05-31,2077-05-31,29,Construction,514994,Credit Card,0,12,0
678,Amanda Smith,1678,General Liability,4580.700391411675,2076-06-30,2077-06-30,57,Manufacturing,1041768,Credit Card,1,12,0
679,Michelle Rivers,1679,General Liability,9725.23389947832,2076-07-31,2077-07-31,39,Technology,5812044,Cheque,0,12,0
680,Arthur Romero,1680,General Liability,8789.564133045822,2076-08-31,2077-08-31,95,Consulting,8143846,ACH Transfer,2,12,0
681,Jasmine Rivera,1681,General Liability,8353.64863854352,2076-09-30,2077-09-30,56,Technology,1176941,ACH Transfer,4,12,0
682,Brooke Smith,1682,General Liability,3321.1254434044586,2076-10-31,2077-10-31,43,Retail,565982,Cheque,2,12,1
683,Daniel Stout,1683,General Liability,2537.9882865105924,2076-11-30,2077-11-30,50,Consulting,2638568,ACH Transfer,1,12,1
684,Christine Kennedy,1684,General Liability,7017.788979319879,2076-12-31,2077-12-31,23,Technology,373146,Cheque,3,12,0
685,Stacy Marks,1685,General Liability,9364.383902148273,2077-01-31,2078-01-31,44,Manufacturing,5553174,ACH Transfer,0,12,0
686,Megan Ramirez,1686,General Liability,6010.866037125368,2077-02-28,2078-02-28,38,Retail,6224152,Cheque,4,12,1
687,Tracy Hartman,1687,General Liability,6144.5142052290985,2077-03-31,2078-03-31,84,Retail,1264795,ACH Transfer,3,12,1
688,Sabrina Orr,1688,General Liability,3519.8118429425576,2077-04-30,2078-04-30,23,Retail,9877938,Credit Card,2,12,0
689,Arthur Peterson,1689,General Liability,7925.436398727432,2077-05-31,2078-05-31,45,Consulting,7230030,Cheque,4,12,0
690,Aaron Gonzalez,1690,General Liability,2683.39373701771,2077-06-30,2078-06-30,52,Construction,2777747,Cheque,3,12,0
691,Mark Christian,1691,General Liability,3913.113127638193,2077-07-31,2078-07-31,80,Consulting,2509381,ACH Transfer,4,12,0
692,Brianna Clarke,1692,General Liability,4828.927947547751,2077-08-31,2078-08-31,50,Technology,7126492,Cheque,1,12,0
693,Benjamin Roberson,1693,General Liability,5568.493408160095,2077-09-30,2078-09-30,8,Construction,8409411,Cheque,1,12,0
694,Jeanette Henderson,1694,General Liability,3181.687591735722,2077-10-31,2078-10-31,85,Technology,6959216,Cheque,0,12,0
695,Daniel Wright,1695,General Liability,2033.531422652832,2077-11-30,2078-11-30,1,Construction,3043295,Credit Card,0,12,0
696,Christopher Black,1696,General Liability,6495.580381974693,2077-12-31,2078-12-31,8,Consulting,3383616,Credit Card,1,12,0
697,James Smith,1697,General Liability,3597.674979162302,2078-01-31,2079-01-31,29,Retail,177175,ACH Transfer,4,12,0
698,James Bridges,1698,General Liability,6231.143992803511,2078-02-28,2079-02-28,96,Manufacturing,2178808,Credit Card,1,12,0
699,Dominique Smith,1699,General Liability,2389.2644374678207,2078-03-31,2079-03-31,5,Retail,1457453,ACH Transfer,0,12,0
700,Thomas Webb,1700,General Liability,5330.260916693357,2078-04-30,2079-04-30,86,Consulting,3111786,Credit Card,1,12,0
701,Mike White,1701,General Liability,5793.304892964273,2078-05-31,2079-05-31,47,Construction,195028,ACH Transfer,1,12,1
702,Kyle Carter,1702,General Liability,1466.4118314018422,2078-06-30,2079-06-30,34,Retail,1658242,Credit Card,4,12,0
703,Amanda Schwartz,1703,General Liability,4029.4385037452853,2078-07-31,2079-07-31,65,Consulting,4419453,Credit Card,3,12,0
704,Joel Mason,1704,General Liability,2209.7320924507685,2078-08-31,2079-08-31,55,Technology,5048008,ACH Transfer,0,12,0
705,Erin Bruce,1705,General Liability,1570.3747342549098,2078-09-30,2079-09-30,90,Manufacturing,5545315,Cheque,4,12,0
706,Matthew Peterson,1706,General Liability,9909.642091509508,2078-10-31,2079-10-31,43,Retail,8652442,Cheque,1,12,1
707,Dawn Marquez,1707,General Liability,3901.1846047725066,2078-11-30,2079-11-30,74,Construction,2467555,Credit Card,1,12,0
708,Meghan Hoover,1708,General Liability,8288.870012691714,2078-12-31,2079-12-31,30,Technology,9718395,ACH Transfer,3,12,0
709,Alan Hoover,1709,General Liability,3291.7658928738747,2079-01-31,2080-01-31,82,Consulting,3112359,Cheque,0,12,0
710,Michelle Martin,1710,General Liability,7133.524500015364,2079-02-28,2080-02-28,17,Manufacturing,9814177,ACH Transfer,0,12,0
711,Frank Jones,1711,General Liability,7842.050739007179,2079-03-31,2080-03-31,26,Construction,9905436,Cheque,2,12,1
712,Jill Savage,1712,General Liability,6360.748665470598,2079-04-30,2080-04-30,8,Consulting,2514165,ACH Transfer,0,12,1
713,Heather Taylor,1713,General Liability,5244.185696951426,2079-05-31,2080-05-31,47,Consulting,7304776,Credit Card,3,12,0
714,Danielle Williams,1714,General Liability,4706.568227325417,2079-06-30,2080-06-30,76,Retail,3308823,ACH Transfer,2,12,0
715,Alicia Jenkins,1715,General Liability,4139.814398886958,2079-07-31,2080-07-31,91,Retail,7557918,Cheque,2,12,1
716,Jacqueline Jones,1716,General Liability,9365.762298230433,2079-08-31,2080-08-31,72,Construction,5151646,Credit Card,1,12,1
717,Joshua Yu,1717,General Liability,8475.574670089562,2079-09-30,2080-09-30,89,Consulting,3725654,ACH Transfer,1,12,0
718,Shelia Phillips,1718,General Liability,9685.242195998613,2079-10-31,2080-10-31,46,Retail,385711,Cheque,0,12,0
719,Lauren Ball,1719,General Liability,2118.6750113699027,2079-11-30,2080-11-30,68,Manufacturing,5378172,Credit Card,2,12,0
720,Isaac Valdez,1720,General Liability,7577.807276832798,2079-12-31,2080-12-31,33,Manufacturing,9611997,ACH Transfer,1,12,1
721,Michael Miller,1721,General Liability,9445.06411138934,2080-01-31,2081-01-31,1,Consulting,7012880,Cheque,3,12,0
722,Kent Figueroa,1722,General Liability,2631.0975954909413,2080-02-29,2081-02-28,19,Retail,675919,ACH Transfer,1,12,0
723,Kim Garcia,1723,General Liability,1598.4664063009975,2080-03-31,2081-03-31,31,Construction,3431106,ACH Transfer,1,12,0
724,Nicole Lawson,1724,General Liability,7670.085843610532,2080-04-30,2081-04-30,80,Construction,9341354,Credit Card,2,12,0
725,Alex Morris,1725,General Liability,6170.258018619207,2080-05-31,2081-05-31,14,Construction,522381,Credit Card,2,12,0
726,Mckenzie Garrett,1726,General Liability,8576.458990824449,2080-06-30,2081-06-30,53,Manufacturing,1076433,Cheque,4,12,0
727,Samantha Strong,1727,General Liability,2257.951389636605,2080-07-31,2081-07-31,48,Retail,8322462,Credit Card,3,12,0
728,Erika Mcclure,1728,General Liability,8157.4058067390115,2080-08-31,2081-08-31,69,Retail,5000164,Cheque,2,12,0
729,Austin Clay,1729,General Liability,2814.645880429701,2080-09-30,2081-09-30,90,Manufacturing,6436356,ACH Transfer,0,12,0
730,Amanda Johnson,1730,General Liability,2472.9034857913402,2080-10-31,2081-10-31,62,Construction,5779042,ACH Transfer,3,12,0
731,Lisa Brooks,1731,General Liability,2478.3921813789366,2080-11-30,2081-11-30,92,Construction,501067,Cheque,3,12,0
732,Raymond Johnson,1732,General Liability,8331.172482082438,2080-12-31,2081-12-31,66,Consulting,7194176,ACH Transfer,2,12,1
733,Deanna Patton,1733,General Liability,6986.774986265801,2081-01-31,2082-01-31,64,Technology,560796,Credit Card,3,12,0
734,Emily Cooper,1734,General Liability,5707.588822922074,2081-02-28,2082-02-28,70,Retail,7840616,ACH Transfer,2,12,0
735,Michelle Ruiz,1735,General Liability,4229.474357111522,2081-03-31,2082-03-31,63,Retail,6094376,Credit Card,1,12,0
736,Melanie Jacobs,1736,General Liability,8894.804867317975,2081-04-30,2082-04-30,73,Retail,5389283,Cheque,4,12,0
737,John Gallagher,1737,General Liability,4532.005966803718,2081-05-31,2082-05-31,33,Technology,5958338,Cheque,1,12,0
738,Matthew Wong,1738,General Liability,8349.394955244194,2081-06-30,2082-06-30,41,Consulting,5089904,ACH Transfer,2,12,0
739,Amy Diaz,1739,General Liability,4952.214177131966,2081-07-31,2082-07-31,89,Technology,9492609,ACH Transfer,2,12,0
740,Kelly Rios,1740,General Liability,4392.499864824168,2081-08-31,2082-08-31,48,Construction,412023,Credit Card,1,12,0
741,Jay Morris,1741,General Liability,5164.118071026458,2081-09-30,2082-09-30,13,Construction,6370016,Credit Card,0,12,0
742,Jonathan Davis,1742,General Liability,3712.4008674772786,2081-10-31,2082-10-31,73,Retail,7420583,ACH Transfer,0,12,0
743,William Macdonald,1743,General Liability,7728.48442158626,2081-11-30,2082-11-30,77,Manufacturing,7922636,ACH Transfer,0,12,0
744,Suzanne Freeman,1744,General Liability,5524.483510832312,2081-12-31,2082-12-31,31,Retail,3277902,Cheque,2,12,0
745,Steven Norris,1745,General Liability,3089.914256321356,2082-01-31,2083-01-31,75,Manufacturing,855111,Cheque,3,12,0
746,Susan Hall,1746,General Liability,9096.171159471116,2082-02-28,2083-02-28,68,Technology,2420715,Cheque,2,12,0
747,Ian Peterson,1747,General Liability,4455.020992358903,2082-03-31,2083-03-31,98,Construction,2334805,ACH Transfer,3,12,1
748,Derrick Stanley,1748,General Liability,5891.9757500258975,2082-04-30,2083-04-30,4,Manufacturing,4404459,ACH Transfer,1,12,1
749,Laura Hamilton,1749,General Liability,9158.248998680923,2082-05-31,2083-05-31,19,Technology,1999054,ACH Transfer,4,12,0
750,Erika Rivera,1750,General Liability,6618.1419632259285,2082-06-30,2083-06-30,70,Construction,3557550,Cheque,3,12,0
751,Caitlin Vega,1751,General Liability,2052.0823663752767,2082-07-31,2083-07-31,98,Manufacturing,1650184,ACH Transfer,0,12,0
752,Jenna Gardner,1752,General Liability,9458.489112521276,2082-08-31,2083-08-31,82,Retail,4274482,Credit Card,2,12,0
753,Heidi Day,1753,General Liability,6649.372477642761,2082-09-30,2083-09-30,13,Retail,8253113,ACH Transfer,1,12,0
754,Sara Allen,1754,General Liability,4014.150531913775,2082-10-31,2083-10-31,23,Retail,3373523,ACH Transfer,0,12,1
755,Brenda Payne,1755,General Liability,2253.4486539704853,2082-11-30,2083-11-30,83,Technology,8577276,ACH Transfer,1,12,0
756,Susan Thomas,1756,General Liability,8146.226703432664,2082-12-31,2083-12-31,75,Retail,7061383,ACH Transfer,4,12,1
757,Jody Morgan,1757,General Liability,6580.654803356621,2083-01-31,2084-01-31,1,Consulting,8060339,ACH Transfer,2,12,0
758,Steven Clark,1758,General Liability,5801.149827786894,2083-02-28,2084-02-28,88,Construction,2870742,Credit Card,2,12,0
759,Stephanie Cain,1759,General Liability,9045.033247458618,2083-03-31,2084-03-31,54,Technology,2870374,Credit Card,4,12,0
760,Benjamin Johnson,1760,General Liability,8097.374901020777,2083-04-30,2084-04-30,71,Retail,7396405,ACH Transfer,2,12,0
761,Mrs. Isabella Winters,1761,General Liability,2365.0739175947606,2083-05-31,2084-05-31,89,Construction,6946539,Cheque,3,12,0
762,Jerry Blevins,1762,General Liability,3805.4986101599343,2083-06-30,2084-06-30,85,Manufacturing,8759522,ACH Transfer,1,12,0
763,Krista Smith,1763,General Liability,3236.4022583301917,2083-07-31,2084-07-31,15,Retail,4209803,ACH Transfer,0,12,0
764,John Gardner,1764,General Liability,7695.516633154093,2083-08-31,2084-08-31,65,Construction,5736289,ACH Transfer,4,12,1
765,Jessica French,1765,General Liability,1301.7919126220145,2083-09-30,2084-09-30,76,Consulting,8851063,Cheque,3,12,0
766,Toni Johnson,1766,General Liability,6129.0071638418485,2083-10-31,2084-10-31,71,Manufacturing,1134586,Cheque,0,12,1
767,Jeffrey Smith,1767,General Liability,7862.128171666215,2083-11-30,2084-11-30,15,Consulting,6140502,Cheque,0,12,1
768,Lisa Hoffman,1768,General Liability,8890.890730855746,2083-12-31,2084-12-31,21,Construction,5647094,Credit Card,4,12,0
769,Dustin Brown,1769,General Liability,4078.735738443167,2084-01-31,2085-01-31,19,Consulting,3200581,Cheque,3,12,0
770,Megan Fisher,1770,General Liability,8391.315742048115,2084-02-29,2085-02-28,60,Construction,2761637,Credit Card,0,12,0
771,Jessica Hancock,1771,General Liability,1995.6856325968652,2084-03-31,2085-03-31,93,Construction,3772277,Credit Card,0,12,1
772,Douglas Taylor,1772,General Liability,8618.070625610664,2084-04-30,2085-04-30,89,Consulting,2184504,Cheque,3,12,0
773,Alyssa Kennedy,1773,General Liability,2147.3979609878415,2084-05-31,2085-05-31,33,Construction,3121372,Cheque,2,12,0
774,Donald Stephens,1774,General Liability,4575.585615043306,2084-06-30,2085-06-30,49,Retail,4954042,Cheque,0,12,0
775,Brandy Johnson,1775,General Liability,8175.658292015983,2084-07-31,2085-07-31,96,Construction,2571378,Credit Card,1,12,0
776,Erica Waters,1776,General Liability,2349.2568461389637,2084-08-31,2085-08-31,35,Technology,3930121,ACH Transfer,3,12,0
777,Kathryn Bruce MD,1777,General Liability,3063.2625570937735,2084-09-30,2085-09-30,44,Construction,5453912,Cheque,0,12,0
778,Savannah Morgan,1778,General Liability,7500.273115537597,2084-10-31,2085-10-31,90,Technology,1453324,Cheque,4,12,0
779,Misty Smith,1779,General Liability,7480.328828914669,2084-11-30,2085-11-30,11,Construction,6853008,Cheque,1,12,1
780,Devin Fischer,1780,General Liability,6770.328695967676,2084-12-31,2085-12-31,99,Construction,6224386,Credit Card,0,12,0
781,Thomas Peterson,1781,General Liability,7245.536000203901,2085-01-31,2086-01-31,72,Consulting,3472455,Credit Card,1,12,1
782,Carol Esparza,1782,General Liability,5884.519990128366,2085-02-28,2086-02-28,78,Retail,4368173,ACH Transfer,1,12,0
783,Lawrence Saunders,1783,General Liability,3266.191530162575,2085-03-31,2086-03-31,74,Retail,6134722,Cheque,2,12,1
784,Summer Myers,1784,General Liability,4111.263941535275,2085-04-30,2086-04-30,66,Manufacturing,9358415,Credit Card,1,12,0
785,John Meyers,1785,General Liability,2634.379451212831,2085-05-31,2086-05-31,46,Consulting,7110131,ACH Transfer,2,12,0
786,Adam Nicholson,1786,General Liability,9176.055052002655,2085-06-30,2086-06-30,9,Consulting,4496720,Cheque,3,12,0
787,Suzanne James,1787,General Liability,6250.526152895084,2085-07-31,2086-07-31,3,Retail,4170028,Credit Card,2,12,1
788,Sandra Vega,1788,General Liability,4607.662750872759,2085-08-31,2086-08-31,85,Consulting,8051036,Cheque,4,12,0
789,Doris Phillips,1789,General Liability,5158.052232797194,2085-09-30,2086-09-30,26,Retail,6969989,Cheque,0,12,1
790,Mr. Jose Barnes,1790,General Liability,9525.550056506338,2085-10-31,2086-10-31,72,Consulting,1469277,Credit Card,3,12,1
791,Jill Ferguson,1791,General Liability,2380.1626280447217,2085-11-30,2086-11-30,48,Construction,5622567,Credit Card,3,12,0
792,John Daniel,1792,General Liability,6276.068488151175,2085-12-31,2086-12-31,66,Retail,6822090,Credit Card,4,12,0
793,Dennis Carter,1793,General Liability,5552.998109960194,2086-01-31,2087-01-31,70,Retail,849971,Cheque,2,12,0
794,Michaela Rogers,1794,General Liability,6503.088118911831,2086-02-28,2087-02-28,28,Technology,8322502,Cheque,0,12,0
795,Timothy Odonnell,1795,General Liability,1162.9916543875645,2086-03-31,2087-03-31,93,Consulting,7849972,ACH Transfer,2,12,1
796,Logan Ballard,1796,General Liability,8849.115180497363,2086-04-30,2087-04-30,26,Consulting,4560276,Cheque,1,12,0
797,Derek Mckee,1797,General Liability,9389.064542352511,2086-05-31,2087-05-31,25,Retail,7556688,Credit Card,2,12,0
798,Taylor Lane,1798,General Liability,6086.198652302881,2086-06-30,2087-06-30,12,Construction,4175837,Cheque,3,12,1
799,Martin Anderson,1799,General Liability,7269.857414892031,2086-07-31,2087-07-31,5,Construction,9830665,ACH Transfer,0,12,0
800,Sharon Dunn,1800,General Liability,9302.494430595661,2086-08-31,2087-08-31,98,Construction,2333706,ACH Transfer,2,12,1
801,Alicia Salinas,1801,General Liability,7365.1477088205875,2086-09-30,2087-09-30,48,Consulting,6194645,Credit Card,0,12,0
802,Matthew Cross,1802,General Liability,2372.851386228352,2086-10-31,2087-10-31,37,Technology,8974365,Credit Card,0,12,0
803,Kristin Miller,1803,General Liability,6186.595241501319,2086-11-30,2087-11-30,79,Retail,2154376,ACH Transfer,1,12,0
804,Michael Hernandez,1804,General Liability,6460.435417445703,2086-12-31,2087-12-31,44,Manufacturing,1285111,ACH Transfer,1,12,0
805,Madison Lee,1805,General Liability,4817.176041721474,2087-01-31,2088-01-31,15,Technology,5061828,ACH Transfer,3,12,0
806,Jeremy Henderson,1806,General Liability,7627.998120622506,2087-02-28,2088-02-28,43,Manufacturing,7832752,Credit Card,4,12,0
807,Lisa Brown MD,1807,General Liability,9409.303132921134,2087-03-31,2088-03-31,48,Technology,2492919,ACH Transfer,0,12,0
808,Karla Smith,1808,General Liability,9330.116616160987,2087-04-30,2088-04-30,87,Construction,1600948,ACH Transfer,4,12,0
809,Mary Schneider,1809,General Liability,5057.55434263719,2087-05-31,2088-05-31,70,Consulting,6427090,Credit Card,3,12,0
810,Robert York,1810,General Liability,2019.1424125667972,2087-06-30,2088-06-30,46,Manufacturing,4207834,Cheque,0,12,0
811,Gregory Thompson,1811,General Liability,9863.570790661011,2087-07-31,2088-07-31,43,Technology,2508630,Cheque,0,12,0
812,Stacey Robinson,1812,General Liability,8550.082778013406,2087-08-31,2088-08-31,21,Consulting,5937196,ACH Transfer,4,12,0
813,Alexis Clark,1813,General Liability,2121.9641308294017,2087-09-30,2088-09-30,23,Manufacturing,8195213,Cheque,2,12,0
814,Michael Benitez,1814,General Liability,9287.57694355635,2087-10-31,2088-10-31,80,Retail,2802994,Cheque,1,12,0
815,Thomas Moses,1815,General Liability,8829.067258559155,2087-11-30,2088-11-30,47,Technology,6019626,Cheque,2,12,0
816,Steve Robertson,1816,General Liability,5669.542514134649,2087-12-31,2088-12-31,15,Retail,5657805,Cheque,4,12,0
817,Melissa Moore,1817,General Liability,6321.4789217043635,2088-01-31,2089-01-31,25,Construction,5002444,ACH Transfer,1,12,0
818,Christine Lee,1818,General Liability,4591.024334831172,2088-02-29,2089-02-28,36,Retail,292512,Cheque,2,12,0
819,Ashley Johnson,1819,General Liability,1492.854749398282,2088-03-31,2089-03-31,75,Retail,3814379,Cheque,1,12,1
820,Michael Smith,1820,General Liability,4016.775174813108,2088-04-30,2089-04-30,51,Technology,5945447,Credit Card,0,12,0
821,Corey Garcia,1821,General Liability,8225.681037382103,2088-05-31,2089-05-31,15,Construction,1649420,ACH Transfer,2,12,0
822,Emily Smith,1822,General Liability,1041.6882070414258,2088-06-30,2089-06-30,68,Retail,3445647,Credit Card,1,12,0
823,Nathan Farmer,1823,General Liability,4001.4925452202974,2088-07-31,2089-07-31,21,Consulting,8412934,Credit Card,1,12,0
824,Jose Carr,1824,General Liability,4583.51824231849,2088-08-31,2089-08-31,13,Manufacturing,4000379,ACH Transfer,1,12,1
825,William Anderson,1825,General Liability,5836.560426441306,2088-09-30,2089-09-30,86,Retail,3904409,Cheque,2,12,0
826,Michael Harvey,1826,General Liability,9278.700547714845,2088-10-31,2089-10-31,19,Construction,6822055,Credit Card,3,12,0
827,Mark Smith,1827,General Liability,4117.113949293651,2088-11-30,2089-11-30,34,Retail,9135949,ACH Transfer,2,12,0
828,Jessica Garcia,1828,General Liability,4122.578817066049,2088-12-31,2089-12-31,78,Manufacturing,1620982,Cheque,4,12,0
829,Eric Walker,1829,General Liability,7637.511232987736,2089-01-31,2090-01-31,68,Construction,6381646,ACH Transfer,2,12,0
830,Tanner Gutierrez,1830,General Liability,5069.961468008265,2089-02-28,2090-02-28,52,Technology,4098422,Credit Card,1,12,0
831,Jennifer Jacobs,1831,General Liability,3021.4434064598377,2089-03-31,2090-03-31,27,Construction,6526288,Cheque,0,12,0
832,James Brown,1832,General Liability,5071.955645194241,2089-04-30,2090-04-30,29,Technology,9690446,Cheque,2,12,0
833,Heather Parker,1833,General Liability,2267.7131834181987,2089-05-31,2090-05-31,28,Construction,2264563,ACH Transfer,2,12,0
834,Ashley Phillips,1834,General Liability,2587.48287855601,2089-06-30,2090-06-30,35,Manufacturing,5281377,Cheque,1,12,0
835,Justin Wood,1835,General Liability,5485.309954655318,2089-07-31,2090-07-31,8,Manufacturing,5381091,Credit Card,0,12,0
836,Dakota Garza,1836,General Liability,4770.3290455409315,2089-08-31,2090-08-31,16,Construction,4508285,Credit Card,0,12,0
837,Shawn Hickman,1837,General Liability,9233.613109612901,2089-09-30,2090-09-30,36,Retail,8112369,Credit Card,4,12,1
838,Danny Good,1838,General Liability,4261.545092049698,2089-10-31,2090-10-31,30,Manufacturing,4304955,ACH Transfer,2,12,0
839,Kayla Johnson,1839,General Liability,6225.295152502391,2089-11-30,2090-11-30,18,Technology,5159667,Cheque,0,12,1
840,Steven Castillo,1840,General Liability,6690.378591275773,2089-12-31,2090-12-31,2,Technology,8190736,Cheque,0,12,0
841,Victor Morris,1841,General Liability,1117.8501092950028,2090-01-31,2091-01-31,49,Consulting,3085696,Cheque,3,12,0
842,Diane Campbell,1842,General Liability,6971.836348150396,2090-02-28,2091-02-28,77,Technology,8243179,Credit Card,3,12,0
843,Megan Meadows,1843,General Liability,2602.3237018277628,2090-03-31,2091-03-31,4,Consulting,8926233,Cheque,0,12,0
844,Tracy Thomas,1844,General Liability,9649.632857225097,2090-04-30,2091-04-30,90,Construction,3401106,Credit Card,4,12,0
845,Jennifer Miller,1845,General Liability,2337.9645497780166,2090-05-31,2091-05-31,89,Construction,1472070,Cheque,0,12,0
846,Chad Murray,1846,General Liability,4731.617113543214,2090-06-30,2091-06-30,94,Construction,2693726,Credit Card,1,12,0
847,Sean Owens,1847,General Liability,1768.1470127077946,2090-07-31,2091-07-31,75,Retail,6821308,Cheque,2,12,1
848,Gary Meadows,1848,General Liability,9971.868266613526,2090-08-31,2091-08-31,7,Retail,8341353,ACH Transfer,4,12,0
849,Mr. Derrick Sullivan DDS,1849,General Liability,5519.755092981183,2090-09-30,2091-09-30,95,Consulting,5770706,ACH Transfer,1,12,0
850,Erica Perez,1850,General Liability,6358.465155880394,2090-10-31,2091-10-31,74,Technology,4550252,Credit Card,4,12,0
851,Beverly Obrien,1851,General Liability,1603.6882964958472,2090-11-30,2091-11-30,39,Technology,9349677,Credit Card,1,12,0
852,Samuel Norman,1852,General Liability,7749.6442335926,2090-12-31,2091-12-31,13,Construction,9345234,Cheque,2,12,0
853,James Coleman,1853,General Liability,2889.150337860272,2091-01-31,2092-01-31,31,Manufacturing,8594630,Cheque,2,12,0
854,Sara Phillips,1854,General Liability,9082.488604966424,2091-02-28,2092-02-28,71,Retail,5755635,ACH Transfer,3,12,1
855,Mitchell Jordan,1855,General Liability,2846.2567643380644,2091-03-31,2092-03-31,63,Retail,5075045,Cheque,1,12,0
856,Lynn Anderson,1856,General Liability,2716.189485972999,2091-04-30,2092-04-30,56,Construction,570529,Credit Card,3,12,0
857,Eric Salas,1857,General Liability,1328.947010632854,2091-05-31,2092-05-31,42,Retail,261445,Credit Card,1,12,0
858,Brian Davis,1858,General Liability,5248.602505989993,2091-06-30,2092-06-30,61,Construction,3934242,Credit Card,3,12,1
859,Julie Medina,1859,General Liability,6083.5701993635475,2091-07-31,2092-07-31,42,Consulting,6594503,Credit Card,2,12,0
860,Jason Warren,1860,General Liability,1591.3777548551711,2091-08-31,2092-08-31,56,Technology,784029,Credit Card,4,12,0
861,Chelsea Carter,1861,General Liability,7979.748550255095,2091-09-30,2092-09-30,36,Manufacturing,5437355,ACH Transfer,3,12,0
862,Kelly Wilson,1862,General Liability,5079.5995127322485,2091-10-31,2092-10-31,84,Technology,8998978,ACH Transfer,1,12,0
863,Scott Hendrix,1863,General Liability,5719.51242394822,2091-11-30,2092-11-30,68,Technology,7081440,Credit Card,1,12,0
864,Paul Bender,1864,General Liability,4966.864722444054,2091-12-31,2092-12-31,7,Consulting,4099694,Cheque,2,12,0
865,Kimberly Johnson,1865,General Liability,4606.867547877933,2092-01-31,2093-01-31,54,Retail,3408505,Credit Card,1,12,0
866,Stephen Graham,1866,General Liability,6036.762981773961,2092-02-29,2093-02-28,1,Manufacturing,8301428,ACH Transfer,0,12,0
867,Brent Wallace,1867,General Liability,2397.1622133764126,2092-03-31,2093-03-31,44,Retail,308944,Credit Card,4,12,0
868,Cynthia Jordan,1868,General Liability,2637.35317445744,2092-04-30,2093-04-30,45,Technology,5286686,ACH Transfer,3,12,0
869,John Pierce,1869,General Liability,8756.070589121657,2092-05-31,2093-05-31,47,Construction,7676472,ACH Transfer,4,12,0
870,Allison Lucero,1870,General Liability,9515.039159202695,2092-06-30,2093-06-30,13,Technology,1461303,Credit Card,2,12,0
